% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=328489, Sun Nov 27 16:07:56 2016
1 12 0.933722326349 1.0 -1.95345786998 -1.7423663639571751e+00 -1.95345786998 -1.08626418772 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
2 23 0.93572244902 1.07800846265 -2.01765261219 -2.0176526121868421e+00 -0.970982561498 -0.935885894482 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
3 34 0.886556313773 1.14477142299 -2.01765261219 -2.9789999024181896e-01 -1.71762564137 -1.25634039379 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
4 45 0.820132911602 1.18786107934 -2.01765261219 -1.6694051864797537e+00 -0.541480409896 -0.020176740655 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
5 56 0.795828807323 1.20336192806 -2.04193665716 -2.0419366571638196e+00 -0.218365962596 -0.73584195959 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
6 67 0.763055891618 1.23761258926 -2.04193665716 -1.4216447159180481e+00 -0.623220488218 -1.27004340023 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
7 78 0.666098316591 1.24564400712 -2.13343858388 -1.4683011084339557e+00 -0.120303942768 -0.984636361712 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
8 89 0.632003410502 1.27996827236 -2.32890321128 -2.3289032112792940e+00 -1.11936068744 -0.8927837389 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
9 100 0.588335432571 1.28427978411 -2.32890321128 -1.7454686217259476e+00 -0.861376596949 -0.76138453893 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
10 111 0.537769564547 1.31357525822 -2.32890321128 -1.7826674860571794e+00 -1.3340577952 -0.116363409163 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446 1.55820380446
